title_name,company_name,location,summary,post_day,rating,salary,jobs_type
"Sr. Data Scientist, Full Stack Cloud Solutions & Application...",Xen.ai,"Remote in Dallas, TX","Full stack developer experience in developing end to end solutions and application using Azure, Amazon Web Services (AWS) or Google Cloud services and cloud…View all Xen.ai jobs in Dallas, TX - Dallas jobsSalary Search: Sr. Data Scientist, Full Stack Cloud Solutions & Application Developer salaries in Dallas, TX",,,,Part-time +2
Data Scientist,McKesson,"Irving, TX 75039 75039 (Freeport/Hackberry area)+1 location","Build scalable data pipeline that complements existing data assets.Develop data science solutions as currently defined by the existing product roadmap.View all McKesson jobs in Irving, TX - Irving jobsSalary Search: Data Scientist salaries in Irving, TXSee popular questions & answers about McKesson",13 days ago,3.5,,Full-time
Financial Systems Analyst,Mattamy Homes,"Farmers Branch, TX 75234 75234","Monitor data quality, remove corrupt data, and insert missing data.Formal course work in statistics and data analytics preferred.View all Mattamy Homes jobs in Farmers Branch, TX - Farmers Branch jobsSalary Search: Financial Systems Analyst salariesSee popular questions & answers about Mattamy Homes",30+ days ago,3.2,,Full-time
newLead Machine Learning Engineer (Remote),Dialexa,"Remote in Dallas, TX+1 location","Experience leading data science projects in a production environment.5+ years in data science roles or similar experiences.View all Dialexa jobs in Dallas, TX - Dallas jobsSalary Search: Lead Machine Learning Engineer (Remote) salaries in Dallas, TX",8 days ago,,,Full-time
Converge - Product Expert Services Manager,Deloitte,"Dallas, TX 75201 75201 (Downtown area)","Expert Services Lead for ConvergeCONSUMER, Deloitte Consulting.As an Expert Services Lead, you will work with the ConvergeCONSUMER DecisionEQ product team.View all Deloitte jobs in Dallas, TX - Dallas jobsSalary Search: Converge - Product Expert Services Manager salariesSee popular questions & answers about Deloitte",30+ days ago,4.0,,Full-time
Digital Marketing Analytics Specialist - Consultant,Deloitte,"Dallas, TX 75201 75201 (Downtown area)+2 locations","Experience with data modeling and interest in data science.Excellent understanding of databases and ability to mine large data sets using advanced SQL Skills.View all Deloitte jobs in Dallas, TX - Dallas jobsSalary Search: Digital Marketing Analytics Specialist - Consultant salaries in Dallas, TXSee popular questions & answers about Deloitte",30+ days ago,4.0,,Full-time
"HCM-Talent Insights and Analytics - Diversity, Equity and In...",Goldman Sachs,"Dallas, TX 75201 75201 (Downtown area)","Familiarity with Human Capital Management concepts and data.Participating in quality control, data validations, testing to support internal systems/tools.View all Goldman Sachs jobs in Dallas, TX - Dallas jobsSalary Search: HCM-Talent Insights and Analytics - Diversity, Equity and Inclusion, VP - Dallas salaries in Dallas, TXSee popular questions & answers about Goldman Sachs",30+ days ago,4.0,,Full-time
Analytics Manager,Recruiting From Scratch,"Remote in Dallas, TX 75205 75205+1 location","Expertise in data analytics, data visualization, development of novel insights, and reporting to non-data science stakeholders.Who is Recruiting from Scratch:View all Recruiting From Scratch jobs in Dallas, TX - Dallas jobsSalary Search: Analytics Manager salaries in Dallas, TX",30+ days ago,,,
Senior Data Engineer - Sam's Club,Sam's Club,"Dallas, TX 75202 75202 (Downtown area)+1 location","As a Sam's Club Senior Data Engineer, you will dig into our mammoth scale of data to help unleash the power of retail data science by imagining, developing, and…View all Sam's Club jobs in Dallas, TX - Dallas jobsSalary Search: Senior Data Engineer - Sam's Club salaries in Dallas, TXSee popular questions & answers about Sam's Club",11 days ago,3.5,,
Big Data Developer with Java,Virtusa,"Plano, TX","Shape the development of data lake to data science pipeline infrastructure solutions and integration.Manipulate, analyze and interpret complex data sets…View all Virtusa jobs in Plano, TX - Plano jobsSalary Search: Big Data Developer with Java salaries in Plano, TXSee popular questions & answers about Virtusa",30+ days ago,3.7,,Full-time
Software Engineer II - AI,AppFolio,"Dallas, TX+2 locations","We’re innovators, changemakers, and collaborators.We’re more than just a software company — we’re a cloud-based, publically traded SaaS organization that…View all AppFolio jobs in Dallas, TX - Dallas jobsSalary Search: Software Engineer II - AI salaries in Dallas, TXSee popular questions & answers about AppFolio",14 days ago,3.9,,Full-time +1
Analytics and Architecture Department Manager,Raytheon Technologies,"Richardson, TX","This role blends management, data science, big data analytics, and computer science among other fields.Technical knowledge of data science topics related to…View all Raytheon Technologies jobs in Richardson, TX - Richardson jobsSalary Search: Analytics and Architecture Department Manager salaries in Richardson, TXSee popular questions & answers about Raytheon Technologies",Active 13 days ago,3.9,"$129,000 - $265,000 a year","$129,000 - $265,000 a year"
"Sr. Data Scientist, Full Stack Cloud Solutions & Application...",Xen.ai,"Remote in Dallas, TX","Full stack developer experience in developing end to end solutions and application using Azure, Amazon Web Services (AWS) or Google Cloud services and cloud…View all Xen.ai jobs in Dallas, TX - Dallas jobsSalary Search: Sr. Data Scientist, Full Stack Cloud Solutions & Application Developer salaries in Dallas, TX",,,,Part-time +2
Data Scientist,McKesson,"Irving, TX 75039 75039 (Freeport/Hackberry area)","Build scalable data pipeline that complements existing data assets.Develop data science solutions as currently defined by the existing product roadmap.View all McKesson jobs in Irving, TX - Irving jobsSalary Search: Data Scientist salaries in Irving, TXSee popular questions & answers about McKesson",13 days ago,3.5,,Full-time
Financial Systems Analyst,Mattamy Homes,"Farmers Branch, TX 75234 75234","Monitor data quality, remove corrupt data, and insert missing data.Formal course work in statistics and data analytics preferred.View all Mattamy Homes jobs in Farmers Branch, TX - Farmers Branch jobsSalary Search: Financial Systems Analyst salariesSee popular questions & answers about Mattamy Homes",30+ days ago,3.2,,Full-time
newLead Machine Learning Engineer (Remote),Dialexa,"Remote in Dallas, TX+1 location","Experience leading data science projects in a production environment.5+ years in data science roles or similar experiences.View all Dialexa jobs in Dallas, TX - Dallas jobsSalary Search: Lead Machine Learning Engineer (Remote) salaries in Dallas, TX",8 days ago,,,Full-time
Artificial Intelligence Solutions Associate Manager,WELLS FARGO BANK,"Addison, TX","Engage in data management activities needed for building AI models by overseeing data ingestion program initiatives.1+ years of leadership experience.View all WELLS FARGO BANK jobs in Addison, TX - Addison jobsSalary Search: Artificial Intelligence Solutions Associate Manager salariesSee popular questions & answers about WELLS FARGO BANK",22 days ago,3.7,,Full-time
Converge - Product Expert Services Manager,Deloitte,"Dallas, TX 75201 75201 (Downtown area)","Delivery support: Advise client and Deloitte resources (Product Owner, Product Strategist, Engineers) in the implementation of DecisionEQ products leveraging…View all Deloitte jobs in Dallas, TX - Dallas jobsSalary Search: Converge - Product Expert Services Manager salariesSee popular questions & answers about Deloitte",30+ days ago,4.0,,Full-time
newDevOps Engineers ( Remote),CyberCoders,"Remote in Dallas, TX 75226 75226","You will be working with a leading cybersecurity software and using your skills, to help with the cloud engineering aspect of our program.",Today,3.6,"$100,000 - $150,000 a year","$100,000 - $150,000 a year"
Data Analytics Architect,Deloitte,"Arlington, TX+1 location","2+ years of experience developing applications leveraging big data technologies including at least one of the following:View all Deloitte jobs in Arlington, TX - Arlington jobsSalary Search: Data Analytics Architect salaries in Arlington, TXSee popular questions & answers about Deloitte",30+ days ago,4.0,,Full-time
Digital Marketing Analytics Specialist - Consultant,Deloitte,"Dallas, TX 75201 75201 (Downtown area)+1 location","Experience with data modeling and interest in data science.Excellent understanding of databases and ability to mine large data sets using advanced SQL Skills.View all Deloitte jobs in Dallas, TX - Dallas jobsSalary Search: Digital Marketing Analytics Specialist - Consultant salaries in Dallas, TXSee popular questions & answers about Deloitte",30+ days ago,4.0,,Full-time
"HCM-Talent Insights and Analytics - Diversity, Equity and In...",Goldman Sachs,"Dallas, TX 75201 75201 (Downtown area)","Familiarity with Human Capital Management concepts and data.Participating in quality control, data validations, testing to support internal systems/tools.View all Goldman Sachs jobs in Dallas, TX - Dallas jobsSalary Search: HCM-Talent Insights and Analytics - Diversity, Equity and Inclusion, VP - Dallas salaries in Dallas, TXSee popular questions & answers about Goldman Sachs",30+ days ago,4.0,,Full-time
Analytics Manager,Recruiting From Scratch,"Remote in Dallas, TX 75205 75205+1 location","Expertise in data analytics, data visualization, development of novel insights, and reporting to non-data science stakeholders.View all Recruiting From Scratch jobs in Dallas, TX - Dallas jobsSalary Search: Analytics Manager salaries in Dallas, TX",30+ days ago,,,
Senior Data Engineer - Sam's Club,Sam's Club,"Dallas, TX 75202 75202 (Downtown area)+1 location","Experience with Java, Scala and/or Python to write data pipelines and data processing layers.Demonstrates expertise in writing complex, highly optimized…View all Sam's Club jobs in Dallas, TX - Dallas jobsSalary Search: Senior Data Engineer - Sam's Club salaries in Dallas, TXSee popular questions & answers about Sam's Club",11 days ago,3.5,,
Big Data Developer with Java,Virtusa,"Plano, TX","Shape the development of data lake to data science pipeline infrastructure solutions and integration.Manipulate, analyze and interpret complex data sets…View all Virtusa jobs in Plano, TX - Plano jobsSalary Search: Big Data Developer with Java salaries in Plano, TXSee popular questions & answers about Virtusa",30+ days ago,3.7,,Full-time
Software Engineer II - AI,AppFolio,"Dallas, TX+1 location","Develop scalable, robust, and simple web-based solutions to solve complex business problems.Formulate, implement, and evaluate algorithms and database queries…View all AppFolio jobs in Dallas, TX - Dallas jobsSalary Search: Software Engineer II - AI salaries in Dallas, TXSee popular questions & answers about AppFolio",14 days ago,3.9,,Full-time +1
Analytics and Architecture Department Manager,Raytheon Technologies,"Richardson, TX","This role blends management, data science, big data analytics, and computer science among other fields.Technical knowledge of data science topics related to…View all Raytheon Technologies jobs in Richardson, TX - Richardson jobsSalary Search: Analytics and Architecture Department Manager salaries in Richardson, TXSee popular questions & answers about Raytheon Technologies",Active 13 days ago,3.9,"$129,000 - $265,000 a year","$129,000 - $265,000 a year"
"newSenior Specialist, Power BI/ Visualization Engineer",KPMG,"Dallas, TX","Bachelor's degree from an accredited college or university in a quantitative field (data science, computer science, economics, mathematics, or a quantitative…View all KPMG jobs in Dallas, TX - Dallas jobsSalary Search: Senior Specialist, Power BI/ Visualization Engineer salaries in Dallas, TXSee popular questions & answers about KPMG",4 days ago,3.9,,
AI/ML Product Owner- Capacity Analytics,"JPMorgan Chase Bank, N.A.","Plano, TX","Candidate should be an expert in the areas of data science, forecasting, optimization, machine learning and statistics, and is comfortable facilitating ideation…View all JPMorgan Chase Bank, N.A. jobs in Plano, TX - Plano jobsSalary Search: AI/ML Product Owner- Capacity Analytics salaries in Plano, TXSee popular questions & answers about JPMorgan Chase Bank, N.A.",18 days ago,3.9,,Full-time
"Sr. Manager, Data Analytics",Ryder System,"Dallas, TX 75219 75219 (Oak Lawn area)","Help build a data science culture within the group.Be able to identify, extract and clean SQL based or mainframe data using data mining techniques.View all Ryder System jobs in Dallas, TX - Dallas jobsSalary Search: Sr. Manager, Data Analytics salaries in Dallas, TXSee popular questions & answers about Ryder System",30+ days ago,3.3,,
Data Scientist,McKesson,"Irving, TX 75039 75039 (Freeport/Hackberry area)","Build scalable data pipeline that complements existing data assets.Develop data science solutions as currently defined by the existing product roadmap.View all McKesson jobs in Irving, TX - Irving jobsSalary Search: Data Scientist salaries in Irving, TXSee popular questions & answers about McKesson",13 days ago,3.5,,Full-time
AWS Big Data Architect,"Securonix, Inc.","Addison, TX 75001 75001","In data architecture and data assembly.Create and review technical and user-focused documentation for data solutions (data models, data dictionaries, business…View all Securonix, Inc. jobs in Addison, TX - Addison jobsSalary Search: AWS Big Data Architect salaries in Addison, TXSee popular questions & answers about Securonix, Inc.",30+ days ago,2.1,,
Lead Data Scientist,Integrity Marketing Group,"Dallas, TX","Interpret data, extract trends and created recommended action plans from data and statistical analysis.Expert level skills around data visualization setup and…View all Integrity Marketing Group jobs in Dallas, TX - Dallas jobsSalary Search: Lead Data Scientist salaries in Dallas, TXSee popular questions & answers about Integrity Marketing Group",30+ days ago,3.7,,Full-time
Artificial Intelligence Solutions Associate Manager,WELLS FARGO BANK,"Addison, TX","Engage in data management activities needed for building AI models by overseeing data ingestion program initiatives.1+ years of leadership experience.View all WELLS FARGO BANK jobs in Addison, TX - Addison jobsSalary Search: Artificial Intelligence Solutions Associate Manager salariesSee popular questions & answers about WELLS FARGO BANK",22 days ago,3.7,,Full-time
Senior Data Analyst - Pricing Strategy,Apple Leisure Group,"Addison, TX","Grow your career as a Senior Data Analyst - Pricing Strategy with Apple Leisure Group.In this role you will be responsible for advising on and executing…View all Apple Leisure Group jobs in Addison, TX - Addison jobsSalary Search: Senior Data Analyst - Pricing Strategy salaries in Addison, TXSee popular questions & answers about Apple Leisure Group",30+ days ago,3.1,,Full-time
"Machine Learning Engineer, Speech Synthesis",Recruiting From Scratch,"Remote in Dallas, TX 75205 75205+23 locations","Perform research to advance the science and technology of intelligent machines.Our client recently raised a $5.5M seed round led by top investors including…View all Recruiting From Scratch jobs in Dallas, TX - Dallas jobsSalary Search: Machine Learning Engineer, Speech Synthesis salaries in Dallas, TX",30+ days ago,,,
"Technical Operations Manager, Support Engineering","Amazon Web Services, Inc.","Dallas, TX","Ability to analyze and leverage data and metrics driven focus, both qualitative and quantitative.Bachelor’s degree in Information Science / Information…View all Amazon Web Services, Inc. jobs in Dallas, TX - Dallas jobsSalary Search: Technical Operations Manager, Support Engineering salaries in Dallas, TXSee popular questions & answers about Amazon Web Services, Inc.",30+ days ago,3.5,,Full-time
Senior Data Engineer - Sam's Club,Sam's Club,"Dallas, TX 75202 75202 (Downtown area)+1 location","Experience with Java, Scala and/or Python to write data pipelines and data processing layers.Demonstrates expertise in writing complex, highly optimized…View all Sam's Club jobs in Dallas, TX - Dallas jobsSalary Search: Senior Data Engineer - Sam's Club salaries in Dallas, TXSee popular questions & answers about Sam's Club",11 days ago,3.5,,
"Data Scientist, Sales Analytics (Remote)",Stryker,"Remote in Dallas, TX","This position will be part of the Sales Operations team and will bring strong quantitative skills to our data science capabilities.2+ years of work experience.View all Stryker jobs in Dallas, TX - Dallas jobsSalary Search: Data Scientist, Sales Analytics (Remote) salaries in Dallas, TXSee popular questions & answers about Stryker",30+ days ago,3.9,,
Sr. Reporting Analyst,Essilor,"Dallas, TX","Develop a strong understanding of our internal data structure and sources.Experience in manipulating multiple, complex and large data sources.View all Essilor jobs in Dallas, TX - Dallas jobsSalary Search: Sr. Reporting Analyst salaries in Dallas, TXSee popular questions & answers about Essilor",30+ days ago,3.7,,
Analytics & Cognitive - Banking & Capital Markets Applied AI...,Deloitte,"Dallas, TX 75201 75201 (Downtown area)+1 location","Implement large-scale data ecosystems including data management, governance and the integration of structured and unstructured data to generate insights…View all Deloitte jobs in Dallas, TX - Dallas jobsSalary Search: Analytics & Cognitive - Banking & Capital Markets Applied AI Senior Manager salaries in Dallas, TXSee popular questions & answers about Deloitte",30+ days ago,4.0,,Full-time
Analytics Manager,Recruiting From Scratch,"Remote in Dallas, TX 75205 75205+1 location","Expertise in data analytics, data visualization, development of novel insights, and reporting to non-data science stakeholders.View all Recruiting From Scratch jobs in Dallas, TX - Dallas jobsSalary Search: Analytics Manager salaries in Dallas, TX",30+ days ago,,,
"Sr. Manager, Data Analytics",Ryder System,"Dallas, TX 75219 75219 (Oak Lawn area)","Help build a data science culture within the group.Be able to identify, extract and clean SQL based or mainframe data using data mining techniques.View all Ryder System jobs in Dallas, TX - Dallas jobsSalary Search: Sr. Manager, Data Analytics salaries in Dallas, TXSee popular questions & answers about Ryder System",30+ days ago,3.3,,
AWS Big Data Architect,"Securonix, Inc.","Addison, TX 75001 75001","In data architecture and data assembly.Create and review technical and user-focused documentation for data solutions (data models, data dictionaries, business…View all Securonix, Inc. jobs in Addison, TX - Addison jobsSalary Search: AWS Big Data Architect salaries in Addison, TXSee popular questions & answers about Securonix, Inc.",30+ days ago,2.1,,
"Machine Learning Engineer, Speech Synthesis",Recruiting From Scratch,"Remote in Dallas, TX 75205 75205+23 locations","Perform research to advance the science and technology of intelligent machines.Our client recently raised a $5.5M seed round led by top investors including…View all Recruiting From Scratch jobs in Dallas, TX - Dallas jobsSalary Search: Machine Learning Engineer, Speech Synthesis salaries in Dallas, TX",30+ days ago,,,
Data Engineer,Georgia-Pacific,"Dallas, TX 75201 75201+2 locations","Hands-on data engineering design and implementations including data ingestion, data models, data structures, data storage, high-throughput data processing, data…View all Georgia-Pacific jobs in Dallas, TX - Dallas jobsSalary Search: Data Engineer salaries in Dallas, TXSee popular questions & answers about Georgia-Pacific",30+ days ago,3.4,,
newJPM Payments - Merchant Services - Global SMB Revenue Operat...,"JPMorgan Chase Bank, N.A.","Plano, TX","In conjunction with data owners and department managers, contribute to the development of data models for analytics.Ability for rapid prototyping in Tableau.View all JPMorgan Chase Bank, N.A. jobs in Plano, TX - Plano jobsSalary Search: JPM Payments - Merchant Services - Global SMB Revenue Operations Data Scientist - VP salaries in Plano, TXSee popular questions & answers about JPMorgan Chase Bank, N.A.",4 days ago,3.9,,Full-time
newBusiness Intelligence Lead,Momentum,"Hybrid remote in Dallas, TX","Strong interest in data and automation.Manage team projects to enhance data infrastructure including for how data is set up, cleansed, and ultimately stored…View all Momentum jobs in Dallas, TX - Dallas jobsSalary Search: Business Intelligence Lead salaries in Dallas, TXSee popular questions & answers about Momentum",1 day ago,3.7,,
Deals Tech & Data - Manager,PRICE WATERHOUSE COOPERS,"Remote in Dallas, TX 75201 75201+1 location","And/or data visualization certifications such as Tableau and PowerBI.Use data and insights to inform conclusions and support decision-making.View all PRICE WATERHOUSE COOPERS jobs in Dallas, TX - Dallas jobsSalary Search: Deals Tech & Data - Manager salaries in Dallas, TXSee popular questions & answers about PRICE WATERHOUSE COOPERS",30+ days ago,4.0,,
Sr. Reporting Analyst,Essilor,"Dallas, TX","Develop a strong understanding of our internal data structure and sources.Experience in manipulating multiple, complex and large data sources.View all Essilor jobs in Dallas, TX - Dallas jobsSalary Search: Sr. Reporting Analyst salaries in Dallas, TXSee popular questions & answers about Essilor",30+ days ago,3.7,,
newData Warehouse Developer - Remote - Federal Defense,Deloitte,"Remote in Arlington, TX+1 location","Perform data analysis to ensure accuracy and integrity of data by understanding business context.2+ years working in data engineering functions.View all Deloitte jobs in Arlington, TX - Arlington jobsSalary Search: Data Warehouse Developer - Remote - Federal Defense salariesSee popular questions & answers about Deloitte",1 day ago,4.0,,Full-time
"Manager, Modeling & Valuation-Modeling",KPMG,"Dallas, TX","Perform arithmetic computations and apply methods of numerical analysis to data.Prepare and analyze historical data identify patterns and trends.View all KPMG jobs in Dallas, TX - Dallas jobsSalary Search: Manager, Modeling & Valuation-Modeling salaries in Dallas, TXSee popular questions & answers about KPMG",23 days ago,3.9,,
Analyst - Project Planning,Wesco International,"Dallas, TX","Associate degree required in Information Technology, data science, business management, supply chain management, manufacturing.View all Wesco International jobs in Dallas, TX - Dallas jobsSalary Search: Analyst - Project Planning salaries in Dallas, TXSee popular questions & answers about Wesco International",30+ days ago,3.3,,Full-time
"Director, Data Science",Signet Jewelers,"Dallas, TX","Strong working knowledge of data bases, data modeling and modern cloud-based data architectures.10+ years driving business value and improving customer…View all Signet Jewelers jobs in Dallas, TX - Dallas jobsSalary Search: Director, Data Science salaries in Dallas, TXSee popular questions & answers about Signet Jewelers",30+ days ago,2.9,,Full-time
newLP Senior Data Analyst,GameStop,"Grapevine, TX 76051 76051","Data gathering within the BI data warehouse.Efficient and accurate data entry skills.College degree in computer science or equivalent work experience.View all GameStop jobs in Grapevine, TX - Grapevine jobsSalary Search: LP Senior Data Analyst salariesSee popular questions & answers about GameStop",1 day ago,3.4,,Full-time
Analytics & Cognitive - Banking & Capital Markets Applied AI...,Deloitte,"Dallas, TX 75201 75201 (Downtown area)+1 location","Implement large-scale data ecosystems including data management, governance and the integration of structured and unstructured data to generate insights…View all Deloitte jobs in Dallas, TX - Dallas jobsSalary Search: Analytics & Cognitive - Banking & Capital Markets Applied AI Senior Manager salaries in Dallas, TXSee popular questions & answers about Deloitte",30+ days ago,4.0,,Full-time
Analytics Manager,Recruiting From Scratch,"Remote in Dallas, TX 75205 75205+1 location","Expertise in data analytics, data visualization, development of novel insights, and reporting to non-data science stakeholders.View all Recruiting From Scratch jobs in Dallas, TX - Dallas jobsSalary Search: Analytics Manager salaries in Dallas, TX",30+ days ago,,,
"Artificial Intelligence, Senior Consultant - Applied Artific...",Deloitte,"Dallas, TX 75201 75201 (Downtown area)+1 location","Perform data studies and data discovery routines for video, voice, weblog, sensor, machine and social media data sources or mash ups of new and existing data…View all Deloitte jobs in Dallas, TX - Dallas jobsSalary Search: Artificial Intelligence, Senior Consultant - Applied Artificial Intelligence salaries in Dallas, TXSee popular questions & answers about Deloitte",30+ days ago,4.0,,Full-time
Remote Program Manager Capacity Planning,Chewy,"Remote in Dallas, TX","Chewy is looking to hire an analytical, data driven & customer obsessed Program Manager for our.Ability to write custom SQL queries to mine and analyze large,…View all Chewy jobs in Dallas, TX - Dallas jobsSalary Search: Remote Program Manager Capacity Planning salaries in Dallas, TXSee popular questions & answers about Chewy",30+ days ago,2.7,,Full-time
"Senior Data Analyst, Marketing Analytics",Fundbox,"Dallas, TX","Strong desire and experience with data in various forms (data warehouses/SQL, unstructured data).At least 1 year of experience working with and demonstrating…View all Fundbox jobs in Dallas, TX - Dallas jobsSalary Search: Senior Data Analyst, Marketing Analytics salaries in Dallas, TXSee popular questions & answers about Fundbox",30+ days ago,4.3,,
Product Analyst - Banking (onsite),ARGO,"Richardson, TX+1 location","Interpret performance results using data science models, draw conclusions about findings.Help in the data analysis for building predictive models.View all ARGO jobs in Richardson, TX - Richardson jobsSalary Search: Product Analyst - Banking (onsite) salaries",30+ days ago,,,
Data Architect - Experience Management,Deloitte,"Dallas, TX 75201 75201 (Downtown area)","3+ years of data modeling experience.Experience in advanced data warehouse concepts.Leverage understanding of data relationships and schemas to structure data…View all Deloitte jobs in Dallas, TX - Dallas jobsSalary Search: Data Architect - Experience Management salaries in Dallas, TXSee popular questions & answers about Deloitte",30+ days ago,4.0,,Full-time
"Business Analyst, Road US - Power BI",DSV,"Dallas, TX","Experience with Alteryx, ETL data science tools or others.Perform data mining, data joining, and data blending with ETL tools as required for dashboards.View all DSV jobs in Dallas, TX - Dallas jobsSalary Search: Business Analyst, Road US - Power BI salaries in Dallas, TXSee popular questions & answers about DSV",22 days ago,3.4,,
Analytic Audit Coordination Lead - Lead Business Execution C...,WELLS FARGO BANK,"Addison, TX","Perform assessments through fact finding and data requiring creative approaches to solving complex issues, and develop appropriate solutions or recommendations.View all WELLS FARGO BANK jobs in Addison, TX - Addison jobsSalary Search: Analytic Audit Coordination Lead - Lead Business Execution Consultant salaries in Addison, TXSee popular questions & answers about WELLS FARGO BANK",26 days ago,3.7,,Full-time
"Senior Associate, Workforce Staffing",HelloFresh,"Grand Prairie, TX","Collect organizational data and generate reports on projected staffing needs based on volume projections from the planning team.View all HelloFresh jobs in Grand Prairie, TX - Grand Prairie jobsSalary Search: Senior Associate, Workforce Staffing salariesSee popular questions & answers about HelloFresh",27 days ago,3.1,,
Sr Business Data Analyst,GOIN,"Irving, TX 75063 75063","Experienced in data management, data analysis, data extraction.Performing data cleaning, data modeling, data crunching, and in-depth data analysis on KPI’s and…View all GOIN jobs in Irving, TX - Irving jobsSalary Search: Sr Business Data Analyst salaries in Irving, TX",30+ days ago,,,Contract
newPrincipal Software Engineer (Database Architecture),CBRE,"Dallas, TX 75201 75201 (Downtown area)","Computer science or equivalent work experience.Develop standards for data access across SQL and NO-SQL technologies.View all CBRE jobs in Dallas, TX - Dallas jobsSalary Search: Principal Software Engineer (Database Architecture) salaries in Dallas, TXSee popular questions & answers about CBRE",1 day ago,3.7,,Full-time
Database Analyst (Design Group),Barry Wehmiller Companies Inc,"Dallas, TX","1+ years of experience in developing data warehouses, data marts, tabular (DAX), or multi-dimensional solutions (MDX).Analytical and problem-solving expertise.View all Barry Wehmiller Companies Inc jobs in Dallas, TX - Dallas jobsSalary Search: Database Analyst (Design Group) salaries in Dallas, TXSee popular questions & answers about Barry Wehmiller Companies Inc",16 days ago,3.6,,
Power Market Analyst,"Hunt Consolidated, Inc.","Dallas, TX 75201 75201 (Downtown area)","Work with our team of data science experts to automate the collection of data and updates to existing UPLAN models.View all Hunt Consolidated, Inc. jobs in Dallas, TX - Dallas jobsSalary Search: Power Market Analyst salaries in Dallas, TX",30+ days ago,,,Full-time
Data Scientist III- ML Engineer,Envision Healthcare,"Dallas, TX 75240 75240 (Far North area)","Responsible for mentoring data science team members and advising on projects for the data science team.Proficient with data visualization software (preferably…View all Envision Healthcare jobs in Dallas, TX - Dallas jobsSalary Search: Data Scientist III- ML Engineer salaries in Dallas, TXSee popular questions & answers about Envision Healthcare",30+ days ago,3.2,,
"Senior Analyst, Digital Analytics","DriveTime Automotive Group, Inc.","Dallas, TX","You’ll need the capability to analyze data and in return, prepare timely reports on your findings.Partner with data science, product, UX, & marketing to use a…View all DriveTime Automotive Group, Inc. jobs in Dallas, TX - Dallas jobsSalary Search: Senior Analyst, Digital Analytics salaries in Dallas, TXSee popular questions & answers about DriveTime Automotive Group, Inc.",21 days ago,3.3,,Full-time
Software Solutions Specialist - Insider Threat Data Analytic...,Deloitte,"Dallas, TX 75201 75201 (Downtown area)+3 locations","Approximately 2-4 years' experience in data science, information security, or a related field.Develops analytical models that leverage relevant data from the…View all Deloitte jobs in Dallas, TX - Dallas jobsSalary Search: Software Solutions Specialist - Insider Threat Data Analytics Engineer - DAS Enterprise Risk Management salaries in Dallas, TXSee popular questions & answers about Deloitte",30+ days ago,4.0,,Full-time
Valuation Services – Complex Analytics,Crowe,"Dallas, TX 75201 75201","Strong background in quantitative economics and finance, financial engineering, or statistics/mathematics is a prerequisite, preferably with a master’s degree…View all Crowe jobs in Dallas, TX - Dallas jobsSee popular questions & answers about Crowe",30+ days ago,3.6,,Full-time
"Senior Analyst, Digital Analytics","DriveTime Automotive Group, Inc.","Dallas, TX","You’ll need the capability to analyze data and in return, prepare timely reports on your findings.Partner with data science, product, UX, & marketing to use a…View all DriveTime Automotive Group, Inc. jobs in Dallas, TX - Dallas jobsSalary Search: Senior Analyst, Digital Analytics salaries in Dallas, TXSee popular questions & answers about DriveTime Automotive Group, Inc.",21 days ago,3.3,,Full-time
Data Processing Supervisor,Appen Butler Hill Inc.,"Hybrid remote in Plano, TX","Call outs, research or data processing.Annotation of all types of data o Pixel annotation.Adherence to Data & Information Security or ISO standards, DPA and…View all Appen Butler Hill Inc. jobs in Plano, TX - Plano jobsSalary Search: Data Processing Supervisor salaries in Plano, TX",30+ days ago,,,Full-time +1
AI Automation Process Analyst - Consultant,Deloitte,"Dallas, TX 75201 75201 (Downtown area)+1 location","Implement large-scale data ecosystems including data management, governance and the integration of structured and unstructured data to generate insights…View all Deloitte jobs in Dallas, TX - Dallas jobsSalary Search: AI Automation Process Analyst - Consultant salaries in Dallas, TXSee popular questions & answers about Deloitte",30+ days ago,4.0,,Full-time
Data Analyst,Tiger Analytics,"Dallas, TX","Strong technical proficiency and demonstrated ability with data management technologies such as data quality profiling tools, data catalog, and master data…View all Tiger Analytics jobs in Dallas, TX - Dallas jobsSalary Search: Data Analyst salaries in Dallas, TX",29 days ago,,,
"Senior Associate, Data Engineer State and Local Government A...",KPMG,"Dallas, TX+2 locations","Implement data processing pipelines, data mining/science algorithms, and visualization engineering to help clients distill insights from rich data sources,…View all KPMG jobs in Dallas, TX - Dallas jobsSalary Search: Senior Associate, Data Engineer State and Local Government AI/Analytics salaries in Dallas, TXSee popular questions & answers about KPMG",30+ days ago,3.9,,
"Manager, Modeling & Valuation-Modeling",KPMG,"Dallas, TX","Perform arithmetic computations and apply methods of numerical analysis to data.Prepare and analyze historical data identify patterns and trends.View all KPMG jobs in Dallas, TX - Dallas jobsSalary Search: Manager, Modeling & Valuation-Modeling salaries in Dallas, TXSee popular questions & answers about KPMG",23 days ago,3.9,,
