title_name,company_name,location,summary,post_day,rating,salary,jobs_type
"Operations Analyst, Business & Strategy (US)",Just Energy,"Houston, TX 77056 77056 (Uptown area)","Advanced proficiency in data visualization and analytics.Drive and assist with forming our departmental strategy by providing insights into our data and…View all Just Energy jobs in Houston, TX - Houston jobsSalary Search: Operations Analyst, Business & Strategy (US) salaries in Houston, TXSee popular questions & answers about Just Energy",13 days ago,3.1,,
Applied R&D Scientist in Drilling Technologies (656202),Aramco Services Company,"Houston, TX 77084 77084","Conduct research towards the development of applied technologies for well construction.Make significant contributions to the ideation and development of novel…View all Aramco Services Company jobs in Houston, TX - Houston jobsSalary Search: Applied R&D Scientist in Drilling Technologies (656202) salaries in Houston, TXSee popular questions & answers about Aramco Services Company",30+ days ago,3.7,,
Business Analytics Manager- (Remote),JLL,"Remote in Houston, TX","Develops data management processes and infrastructure to efficiently source and integrate multiple internal / external data sources to increase the value of the…View all JLL jobs in Houston, TX - Houston jobsSalary Search: Business Analytics Manager- (Remote) salaries in Houston, TXSee popular questions & answers about JLL",27 days ago,3.7,,
"newSenior Specialist, Power BI/ Visualization Engineer",KPMG,"Houston, TX 77002 77002 (Downtown area)","Bachelor's degree from an accredited college or university in a quantitative field (data science, computer science, economics, mathematics, or a quantitative…View all KPMG jobs in Houston, TX - Houston jobsSalary Search: Senior Specialist, Power BI/ Visualization Engineer salaries in Houston, TXSee popular questions & answers about KPMG",4 days ago,3.9,,
"newSenior Specialist, Power BI/ Visualization Engineer",KPMG,"Houston, TX 77002 77002 (Downtown area)","Bachelor's degree from an accredited college or university in a quantitative field (data science, computer science, economics, mathematics, or a quantitative…View all KPMG jobs in Houston, TX - Houston jobsSalary Search: Senior Specialist, Power BI/ Visualization Engineer salaries in Houston, TXSee popular questions & answers about KPMG",4 days ago,3.9,,
"Director of Sales & Business Development - AI, Data Science",Xen.ai,"Remote in Houston, TX+1 location","Xen.AI is looking for Director of Sales & Business Development - AI & Machine Learning solutions, who can bring in AI, Machine Learning, Deep Learning and Data…View all Xen.ai jobs in Houston, TX - Houston jobsSalary Search: Director of Sales & Business Development - AI, Data Science salaries in Houston, TX",,,,Part-time +2
"Senior Data Analyst, Category Insights & Analytics",Sysco,"Houston, TX","You’ll need to mine multiple sources of data, including syndicated data (NPD, Technomic’s, etc.), derive actionable insights, and translate complex results into…View all Sysco jobs in Houston, TX - Houston jobsSalary Search: Senior Data Analyst, Category Insights & Analytics salaries in Houston, TXSee popular questions & answers about Sysco",14 days ago,3.3,,Full-time
Business Analyst,"Avetta, LLC","Remote in Houston, TX","Identify problematic areas with the data and research and work with engineering to determine the best course of action to correct the data.View all Avetta, LLC jobs in Houston, TX - Houston jobsSalary Search: Business Analyst salaries in Houston, TX",30+ days ago,,,
Senior Data Analyst,Ryder System,"Houston, TX 77007 77007 (Rice Military area)","This will push the envelope of what is possible within the big data space; streaming live data into a data lake and experimenting with data in the data sandbox…View all Ryder System jobs in Houston, TX - Houston jobsSalary Search: Senior Data Analyst salaries in Houston, TXSee popular questions & answers about Ryder System",30+ days ago,3.3,,
Converge - Machine Learning Engineer,Deloitte,"Houston, TX 77002 77002 (Downtown area)+6 locations","Transform data science prototypes into production grade code with appropriate guardrails.Deep understanding of data science principles, including machine…View all Deloitte jobs in Houston, TX - Houston jobsSalary Search: Converge - Machine Learning Engineer salaries in Houston, TXSee popular questions & answers about Deloitte",30+ days ago,4.0,,Full-time
Data Scientist/ Machine Learning Engineer - Remote,Cardinal Intellectual Property,"Remote in Houston, TX","Research and implement new image search models and improvements to existing ones using big data to solve real-world problems.Experience with Docker is a plus.View all Cardinal Intellectual Property jobs in Houston, TX - Houston jobsSalary Search: Data Scientist/ Machine Learning Engineer - Remote salaries in Houston, TX",30+ days ago,4.2,,Full-time
"Director, Data Analytics",Nouryon,"Houston, TX","Coach, develop, and mentor team members on data science tools and methodologies.Partner with IT Department to coordinate data strategy, data architecture, and…View all Nouryon jobs in Houston, TX - Houston jobsSalary Search: Director, Data Analytics salaries in Houston, TXSee popular questions & answers about Nouryon",16 days ago,3.0,,Part-time +2
"newManager, Performance Analytics",Sysco,"Houston, TX+1 location","Identify necessary data elements and their sources, leverage appropriate tools to acquire and consolidate large volumes of data from different sources.View all Sysco jobs in Houston, TX - Houston jobsSalary Search: Manager, Performance Analytics salaries in Houston, TXSee popular questions & answers about Sysco",3 days ago,3.3,,Full-time
Remote Program Manager Capacity Planning,Chewy,"Remote in Houston, TX","Chewy is looking to hire an analytical, data driven & customer obsessed Program Manager for our.Ability to write custom SQL queries to mine and analyze large,…View all Chewy jobs in Houston, TX - Houston jobsSalary Search: Remote Program Manager Capacity Planning salariesSee popular questions & answers about Chewy",19 days ago,2.7,,Full-time
newMaster Technologist - TechPulse Insights,HP,"Spring, TX 77389 77389","10+ years of industry experience in predictive modelling and data science roles.Maintains proficiency within the data science domain by keeping up with…View all HP jobs in Spring, TX - Spring jobsSalary Search: Master Technologist - TechPulse Insights salaries in Spring, TXSee popular questions & answers about HP",1 day ago,4.0,,Full-time
Research Analyst - North America Power Service,Wood Mackenzie,"Houston, TX 77057 77057 (Uptown area)","Maintain and improve fundamental data sets.Quantitative background and degree (e.g., economics, finance, engineering, data science).View all Wood Mackenzie jobs in Houston, TX - Houston jobsSalary Search: Research Analyst - North America Power Service salaries in Houston, TXSee popular questions & answers about Wood Mackenzie",30+ days ago,4.1,,Full-time
Analytics Solution Architect,L&T Technology Services,"Houston, TX","Work with Product Management, Services, customers, and data science experts to apply knowledge of data science to develop new and complex analytics solutions of…View all L&T Technology Services jobs in Houston, TX - Houston jobsSalary Search: Analytics Solution Architect salaries in Houston, TXSee popular questions & answers about L&T Technology Services",30+ days ago,4.0,"$90,000 - $120,000 a year","$90,000 - $120,000 a year"
Data Scientist – Operational Research (Hybrid),Argus Media,"Houston, TX 77019 77019 (Montrose area)","In addition, you will have to contribute to the enhancement of the Argus’ capabilities and infrastructure for offering data science solutions for analytics.View all Argus Media jobs in Houston, TX - Houston jobsSalary Search: Data Scientist – Operational Research (Hybrid) salaries in Houston, TXSee popular questions & answers about Argus Media",30+ days ago,3.4,,Full-time
Machine Learning - Site Reliability Engineer,"JPMorgan Chase Bank, N.A.","Houston, TX","As a member of the Machine Learning Site Reliability Engineering (SRE) team , you'll help build a meaningful engineering discipline, combining software and…View all JPMorgan Chase Bank, N.A. jobs in Houston, TX - Houston jobsSalary Search: Machine Learning - Site Reliability Engineer salaries in Houston, TXSee popular questions & answers about JPMorgan Chase Bank, N.A.",16 days ago,3.9,,Full-time
newSolution Architect - Enterprise (Remote - Houston),Fivetran,"Remote in Houston, TX","This includes SQL expertise, knowledge of cloud data warehouses, cloud provider services (AWS, Google, Azure), ETL/ELT tools, data modeling/engineering, data…View all Fivetran jobs in Houston, TX - Houston jobsSalary Search: Solution Architect - Enterprise (Remote - Houston) salaries in Houston, TX",1 day ago,4.5,,
Assistant Professor/Associate Professor of Instruction - Bio...,The University of Texas Health Science Center at...,"Houston, TX","The University of Texas Health Science Center at Houston (UTHealth) School of Public Health is currently accepting applications to fill a full-time, 12-month…View all The University of Texas Health Science Center at Houston (UTHealth) jobs in Houston, TX - Houston jobsSalary Search: Assistant Professor/Associate Professor of Instruction - Biostatistics and Data Science, School of Public Health salaries in Houston, TX",30+ days ago,3.9,,Full-time
newField Engineer / Technician,Abyss Solutions,"Houston, TX 77002 77002 (Downtown area)","Understanding of computer vision, data science, machine learning.Troubleshoot issues, coordinate maintenance, and data gathering with the robotic systems when…View all Abyss Solutions jobs in Houston, TX - Houston jobsSalary Search: Field Engineer / Technician salaries in Houston, TX",8 days ago,,,Full-time
newSr. Power Analyst,"EDF Trading North America, LLC","Houston, TX 77002 77002 (Downtown area)","Basic programming and data science skills required.Perform fundamental analyses of power market data for assigned region.Develop and present trade ideas.View all EDF Trading North America, LLC jobs in Houston, TX - Houston jobsSalary Search: Sr. Power Analyst salaries in Houston, TX",1 day ago,3.4,,Full-time
Data Engineer,Ascend Performance Materials,"Houston, TX 77002 77002 (Downtown area)","Significant experience working with time-series data and data historians.Build data pipelines that clean, transform, and aggregate data from disparate sources…View all Ascend Performance Materials jobs in Houston, TX - Houston jobsSalary Search: Data Engineer salaries in Houston, TX",30+ days ago,3.3,,Full-time
"newAssociate/Senior Associate, Modeling & Valuation- Climate Ri...",KPMG,"Houston, TX 77002 77002 (Downtown area)","Perform analysis around the integration of climate science and government policies into economic and financial modeling; carry out climate risk assessments and…View all KPMG jobs in Houston, TX - Houston jobsSalary Search: Associate/Senior Associate, Modeling & Valuation- Climate Risk salaries in Houston, TX",6 days ago,3.9,,
Full-Stack Web Application Developer (REMOTE),Raytheon Intelligence & Space,"Remote in Katy, TX 77449 77449","Experience using data science tools such as R or Python analytics libraries.U.S. Citizenship is required as the position will require the ability to access US…View all Raytheon Intelligence & Space jobs in Katy, TX - Katy jobsSalary Search: Full-Stack Web Application Developer (REMOTE) salaries in Katy, TX",30+ days ago,4.0,,Full-time
"Data Analyst, Global Travel - Category Management",Aon,"Houston, TX 77056 77056 (Uptown area)","Comfortable working with large data sets, creating data model.Supporting the data engineering team in identifying data requirements and issues across global…View all Aon jobs in Houston, TX - Houston jobsSalary Search: Data Analyst, Global Travel - Category Management salaries in Houston, TX",21 days ago,3.7,,
Converge - Product Expert Services Manager,Deloitte,"Houston, TX 77002 77002 (Downtown area)","Delivery support: Advise client and Deloitte resources (Product Owner, Product Strategist, Engineers) in the implementation of DecisionEQ products leveraging…View all Deloitte jobs in Houston, TX - Houston jobsSalary Search: Converge - Product Expert Services Manager salaries",30+ days ago,4.0,,Full-time
Looker Reporting & Visualization Applications Consultant,Capgemini,"Houston, TX+2 locations","Determine appropriate solutions for improving data availability (e.g., caching query data, persisting tables, combination solutions).View all Capgemini jobs in Houston, TX - Houston jobsSalary Search: Looker Reporting & Visualization Applications Consultant salaries in Houston, TX",30+ days ago,3.8,,Full-time
newAnalyst Principal - Digital,Westlake Chemical,"Houston, TX 77002 77002 (Downtown area)+1 location","Experience in data warehouse and data lake principals.Assist with identifying what data is available, including internal and external data sources.View all Westlake Chemical jobs in Houston, TX - Houston jobsSalary Search: Analyst Principal - Digital salaries in Houston, TX",1 day ago,3.7,,Full-time
Statistician or Quantitative Psychologist,Baylor College of Medicine,"Houston, TX 77030 77030 (Medical Center area)","Additionally, proficiency in producing effective data graphics (e.g., charts and figures) in an editable format is required.View all Baylor College of Medicine jobs in Houston, TX - Houston jobsSalary Search: Statistician or Quantitative Psychologist salaries in Houston, TX",12 days ago,3.8,,Full-time
newSoftware Developer - Data Engineer/Big Data,Nabors Industries,"Houston, TX 77067 77067 (Greenspoint area)","Assist as technical data resource to cross functional teams.Identify potential problems and recommend solutions to the most complex data design scenarios.View all Nabors Industries jobs in Houston, TX - Houston jobsSalary Search: Software Developer - Data Engineer/Big Data salaries in Houston, TX",8 days ago,3.9,,
Electrical controls + Matlab,NR Consulting LLC,"Houston, TX","Signal processing: sensor data processing and algorithm development (plotting, resampling, FFT, PSD, filter design, beamforming, etc.).View all NR Consulting LLC jobs in Houston, TX - Houston jobs",30+ days ago,,,Full-time
Consumer Insights - Decision Sciences and Analytics Lead for...,NielsenIQ,"Remote in Houston, TX","Collaborate with stakeholders and data science business partners to understand business needs and to identify and define solutions; effectively communicate…View all NielsenIQ jobs in Houston, TX - Houston jobs",30+ days ago,,,Full-time
AI Engineer,Third-AI,"Houston, TX 77027 77027 (Greenway - Upper Kirby area)","Bachelors/Masters/PhD in computer science or closely related field.Expertise in parallel programming, high performance computing, and machine learning system…View all Third-AI jobs in Houston, TX - Houston jobsSalary Search: AI Engineer salaries in Houston, TX",30+ days ago,,,
"Managing Data Analyst, Gas and Power Modeling",S&P Global,"Houston, TX 77002 77002 (Downtown area)","Demonstrable, directly related data, modeling, or data science experience.Expand the team’s data science capabilities to include NLP, neural networks, and…View all S&P Global jobs in Houston, TX - Houston jobsSalary Search: Managing Data Analyst, Gas and Power Modeling salaries in Houston, TXSee popular questions & answers about S&P Global",30+ days ago,3.9,"$46,200 - $95,900 a year","$46,200 - $95,900 a year"
Senior Data Scientist (Remote),OnPoint,"Remote in Houston, TX 77073 77073","Collaborate with our advanced analytics process engineering teams as the expert in applied data science and machine learning techniques.View all OnPoint jobs in Houston, TX - Houston jobsSalary Search: Senior Data Scientist (Remote) salaries in Houston, TXSee popular questions & answers about OnPoint",20 days ago,3.6,"$100,000 - $160,000 a year","$100,000 - $160,000 a year"
Senior Data Scientist,Wood Mackenzie,"Houston, TX 77057 77057 (Uptown area)","Strong knowledge of advanced applied data science: mathematical, computational, statistical modeling techniques, neural networks, data analysis and…View all Wood Mackenzie jobs in Houston, TX - Houston jobsSalary Search: Senior Data Scientist salaries in Houston, TXSee popular questions & answers about Wood Mackenzie",28 days ago,4.1,,
Senior Client Server Database Analyst,University of Houston-Clear Lake,"Houston, TX","Ability to derive meaningful data analytics using multiple data sources.Experience in dashboard and data modeling and data analytics.View all University of Houston-Clear Lake jobs in Houston, TX - Houston jobsSalary Search: Senior Client Server Database Analyst salaries in Houston, TXSee popular questions & answers about University of Houston-Clear Lake",9 days ago,4.2,,Full-time
"Computational Finance Sr. Associate, Deals Tech & Data",PRICE WATERHOUSE COOPERS,"Remote in Houston, TX 77002 77002","Analyzing complex financial services data, leveraging programming skills and computational techniques for large data sets and quantitative analyses;View all PRICE WATERHOUSE COOPERS jobs in Houston, TX - Houston jobsSalary Search: Computational Finance Sr. Associate, Deals Tech & Data salaries in Houston, TXSee popular questions & answers about PRICE WATERHOUSE COOPERS",30+ days ago,4.0,,
UI-UX/Web Application Developer (REMOTE),Raytheon Intelligence & Space,"Remote in Katy, TX 77449 77449","Experience using data science tools such as R or Python analytics libraries.US citizenship is required as this position will require the ability to access US…View all Raytheon Intelligence & Space jobs in Katy, TX - Katy jobsSalary Search: UI-UX/Web Application Developer (REMOTE) salaries in Katy, TXSee popular questions & answers about Raytheon Intelligence & Space",30+ days ago,4.0,,Full-time
Digital Marketing Analytics Specialist - Consultant,Deloitte,"Houston, TX 77002 77002 (Downtown area)+1 location","Experience with data modeling and interest in data science.Excellent understanding of databases and ability to mine large data sets using advanced SQL Skills.View all Deloitte jobs in Houston, TX - Houston jobsSalary Search: Digital Marketing Analytics Specialist - Consultant salaries in Houston, TXSee popular questions & answers about Deloitte",30+ days ago,4.0,,Full-time
"Sr. Analyst, Growth & Analytics",Inspire,"Hybrid remote in Houston, TX","Delivery of new data sources, reports, and dashboards.Power user of business intelligence tools (ex: Tableau) for data visualization and reporting.View all Inspire jobs in Houston, TX - Houston jobsSalary Search: Sr. Analyst, Growth & Analytics salaries in Houston, TXSee popular questions & answers about Inspire",30+ days ago,3.4,,
Data Scientist (Mid-Senior Level),ERM Group,"Houston, TX 77084 77084 (Addicks Park Ten area)","Develop custom data models and algorithms to apply to data sets;Assess the effectiveness and accuracy of new data sources and data gathering techniques;View all ERM Group jobs in Houston, TX - Houston jobsSalary Search: Data Scientist (Mid-Senior Level) salaries in Houston, TXSee popular questions & answers about ERM Group",30+ days ago,3.3,,
"Director, Pricing and Offer Optimization",NRG,"Houston, TX 77002 77002 (Downtown area)","An ideal candidate would build upon this capability by harnessing newer data-science tools and techniques such as large-scale data mining, machine learning, and…View all NRG jobs in Houston, TX - Houston jobsSalary Search: Director, Pricing and Offer Optimization salaries in Houston, TXSee popular questions & answers about NRG",15 days ago,3.8,,
Senior Actuarial Analyst or Associate Actuary,ProAg,"Houston, TX 77040 77040","Strong understanding of databases and data extraction.Ability to apply statistical and predictive modeling and analytics methodologies to advanced analytical…View all ProAg jobs in Houston, TX - Houston jobsSalary Search: Senior Actuarial Analyst or Associate Actuary salaries in Houston, TX",23 days ago,4.2,,Full-time
Informatics Analyst -Pharmacy,MD Anderson Cancer Center,"Houston, TX 77030 77030 (Medical Center area)","Understands and uses pharmacy subject-area data contained within institutional data warehouses such as the EIW, FIRE, and legacy pharmacy data marts.View all MD Anderson Cancer Center jobs in Houston, TX - Houston jobsSalary Search: Informatics Analyst -Pharmacy salaries in Houston, TXSee popular questions & answers about MD Anderson Cancer Center",30+ days ago,4.1,,Full-time
GIS Coordinator/Statistician,Harris County,"Houston, TX","Ensure the accuracy and completeness of digital GIS maps and data files.Report technical data findings for a variety of audiences, including the general public…View all Harris County jobs in Houston, TX - Houston jobsSalary Search: GIS Coordinator/Statistician salaries in Houston, TXSee popular questions & answers about Harris County",30+ days ago,3.7,,Full-time
AI Automation Process Analyst - Consultant,Deloitte,"Houston, TX 77002 77002 (Downtown area)+1 location","Implement large-scale data ecosystems including data management, governance and the integration of structured and unstructured data to generate insights…View all Deloitte jobs in Houston, TX - Houston jobsSalary Search: AI Automation Process Analyst - Consultant salaries in Houston, TXSee popular questions & answers about Deloitte",30+ days ago,4.0,,Full-time
AI Automation Process Analyst - Consultant,Deloitte,"Houston, TX 77002 77002 (Downtown area)+1 location","Implement large-scale data ecosystems including data management, governance and the integration of structured and unstructured data to generate insights…View all Deloitte jobs in Houston, TX - Houston jobsSalary Search: AI Automation Process Analyst - Consultant salaries in Houston, TXSee popular questions & answers about Deloitte",30+ days ago,4.0,,Full-time
"Sr. Analyst, Growth & Analytics",Inspire,"Hybrid remote in Houston, TX","Delivery of new data sources, reports, and dashboards.Power user of business intelligence tools (ex: Tableau) for data visualization and reporting.View all Inspire jobs in Houston, TX - Houston jobsSalary Search: Sr. Analyst, Growth & Analytics salaries in Houston, TXSee popular questions & answers about Inspire",30+ days ago,3.4,,
Analytics & Cognitive - Banking & Capital Markets Applied AI...,Deloitte,"Houston, TX 77002 77002 (Downtown area)+1 location","Implement large-scale data ecosystems including data management, governance and the integration of structured and unstructured data to generate insights…View all Deloitte jobs in Houston, TX - Houston jobsSalary Search: Analytics & Cognitive - Banking & Capital Markets Applied AI Senior Manager salaries in Houston, TXSee popular questions & answers about Deloitte",30+ days ago,4.0,,Full-time
Energy Storage Analytics Senior Associate (Hybrid Remote Wor...,EDP Renewables North America,"Hybrid remote in Houston, TX 77010 77010","Preferred: Master’s in data science or similar.Assist in the development of applications intended to collect/monitor real time data from Energy Storage Systems…View all EDP Renewables North America jobs in Houston, TX - Houston jobsSalary Search: Energy Storage Analytics Senior Associate (Hybrid Remote Work Schedule) salaries in Houston, TXSee popular questions & answers about EDP Renewables North America",30+ days ago,2.9,,Full-time
Market Analyst,Koch Minerals & Trading,"Houston, TX 77046 77046 (Montrose area)","Drive continuous improvement in data capture, information organization and use of our data science capability.View all Koch Minerals & Trading jobs in Houston, TX - Houston jobsSalary Search: Market Analyst salaries in Houston, TXSee popular questions & answers about Koch Minerals & Trading",19 days ago,3.6,,
Data Scientist,ORTEC INTERNATIONAL USA INC,"Houston, TX 77027 77027 (River Oaks area)","Operationalization of the data science solution.You will put your creativity and AI expertise to value and together with your enthusiastic colleagues, you will…View all ORTEC INTERNATIONAL USA INC jobs in Houston, TX - Houston jobsSalary Search: Data Scientist salaries in Houston, TX",21 days ago,,,Full-time
"newDirector, Personalization Strategy, Reporting & Analytics",Sysco,"Houston, TX","Proven ability to make data driven decisions and a familiarity with experimentation approaches (e.g., A/B testing, hold outs, control groups).View all Sysco jobs in Houston, TX - Houston jobsSalary Search: Director, Personalization Strategy, Reporting & Analytics salaries in Houston, TXSee popular questions & answers about Sysco",2 days ago,3.3,,Full-time
Deals Tech & Data - Manager,PRICE WATERHOUSE COOPERS,"Remote in Houston, TX 77002 77002+1 location","And/or data visualization certifications such as Tableau and PowerBI.Use data and insights to inform conclusions and support decision-making.View all PRICE WATERHOUSE COOPERS jobs in Houston, TX - Houston jobsSalary Search: Deals Tech & Data - Manager salaries in Houston, TXSee popular questions & answers about PRICE WATERHOUSE COOPERS",30+ days ago,4.0,,
Senior Solution Architect - Data and Analytics,Hewlett Packard Enterprise,"Houston, TX 77070 77070","Experience with being solution leader for data lake and data warehouse.Performs data analysis, and participates in the build of data catalog.View all Hewlett Packard Enterprise jobs in Houston, TX - Houston jobsSalary Search: Senior Solution Architect - Data and Analytics salaries in Houston, TXSee popular questions & answers about Hewlett Packard Enterprise",22 days ago,3.8,,
Analyst II (Support),Nabors Industries,"Houston, TX 77067 77067 (Greenspoint area)","Possesses working knowledge of SQL for troubleshooting and resolution of data issues.Coordinates deployments for application updates, upgrades, rewrites,…View all Nabors Industries jobs in Houston, TX - Houston jobsSalary Search: Analyst II (Support) salaries in Houston, TXSee popular questions & answers about Nabors Industries",30 days ago,3.9,,
Director of Asset Analytics / Renewable Energy,Catalyze,"Remote in Houston, TX 77024 77024","10+ years of relevant experience in data science or equivalent areas.Compiling, correlating, and computing results from large data sets.5+ years in AI or ML.View all Catalyze jobs in Houston, TX - Houston jobsSalary Search: Director of Asset Analytics / Renewable Energy salaries in Houston, TX",30+ days ago,,"$125,000 - $140,000 a year","$125,000 - $140,000 a year"
Digital Marketing Analytics Specialist - Consultant,Deloitte,"Houston, TX 77002 77002 (Downtown area)+1 location","Experience with data modeling and interest in data science.Excellent understanding of databases and ability to mine large data sets using advanced SQL Skills.View all Deloitte jobs in Houston, TX - Houston jobsSalary Search: Digital Marketing Analytics Specialist - Consultant salaries in Houston, TXSee popular questions & answers about Deloitte",30+ days ago,4.0,,Full-time
"newAdvisory & Insights Manager—HR Functions, Ventures & Acquisi...",Accenture,"Houston, TX 77002 77002 (Downtown area)","Demonstrated and progressive experience in HR with a focus on analytics and reporting—or—in a data and analytics role with exposure to HR or people leaders.View all Accenture jobs in Houston, TX - Houston jobsSalary Search: Advisory & Insights Manager—HR Functions, Ventures & Acquisitions - US/Global salaries in Houston, TXSee popular questions & answers about Accenture",1 day ago,4.0,,Full-time
Data Architect - Experience Management,Deloitte,"Houston, TX 77002 77002 (Downtown area)","3+ years of data modeling experience.Experience in advanced data warehouse concepts.Leverage understanding of data relationships and schemas to structure data…View all Deloitte jobs in Houston, TX - Houston jobsSalary Search: Data Architect - Experience Management salaries in Houston, TXSee popular questions & answers about Deloitte",30+ days ago,4.0,,Full-time
"Artificial Intelligence, Senior Consultant - Applied Artific...",Deloitte,"Houston, TX 77002 77002 (Downtown area)+1 location","Perform data studies and data discovery routines for video, voice, weblog, sensor, machine and social media data sources or mash ups of new and existing data…View all Deloitte jobs in Houston, TX - Houston jobsSalary Search: Artificial Intelligence, Senior Consultant - Applied Artificial Intelligence salaries in Houston, TXSee popular questions & answers about Deloitte",30+ days ago,4.0,,Full-time
Managing Delivery Architect - Azure Data Engineer / Solution...,Capgemini,"Houston, TX+1 location","Leads a project team of data science professionals.Maintains proficiency within the data science domain by keeping up with technology and trend shifts.View all Capgemini jobs in Houston, TX - Houston jobsSalary Search: Managing Delivery Architect - Azure Data Engineer / Solution Architect salaries in Houston, TXSee popular questions & answers about Capgemini",30+ days ago,3.8,,Full-time
"Sr. Manager, Data Analytics",Ryder System,"Houston, TX 77007 77007 (Rice Military area)","Help build a data science culture within the group.Be able to identify, extract and clean SQL based or mainframe data using data mining techniques.View all Ryder System jobs in Houston, TX - Houston jobsSalary Search: Sr. Manager, Data Analytics salaries in Houston, TXSee popular questions & answers about Ryder System",30+ days ago,3.3,,
Artificial Intelligence Specialist,Accenture,"Houston, TX 77002 77002 (Downtown area)","Minimum of 2 years of experience with AI and data science related projects using capabilities within software development.View all Accenture jobs in Houston, TX - Houston jobsSalary Search: Artificial Intelligence Specialist salaries in Houston, TXSee popular questions & answers about Accenture",30+ days ago,4.0,,Full-time
"Artificial Intelligence, Senior Consultant - Applied Artific...",Deloitte,"Houston, TX 77002 77002 (Downtown area)+1 location","Perform data studies and data discovery routines for video, voice, weblog, sensor, machine and social media data sources or mash ups of new and existing data…View all Deloitte jobs in Houston, TX - Houston jobsSalary Search: Artificial Intelligence, Senior Consultant - Applied Artificial Intelligence salaries in Houston, TXSee popular questions & answers about Deloitte",30+ days ago,4.0,,Full-time
Conversational AI / Chatbot Developer,Deloitte,"Houston, TX 77002 77002 (Downtown area)","Design and implement Voice and Chatbots in a Cloud based Contact Center.Mentor and train others within the team.2+ years of Chatbot Development Experience.View all Deloitte jobs in Houston, TX - Houston jobsSalary Search: Conversational AI / Chatbot Developer salaries in Houston, TXSee popular questions & answers about Deloitte",30+ days ago,4.0,,Full-time
Data Architect - Experience Management,Deloitte,"Houston, TX 77002 77002 (Downtown area)","3+ years of data modeling experience.Experience in advanced data warehouse concepts.Leverage understanding of data relationships and schemas to structure data…View all Deloitte jobs in Houston, TX - Houston jobsSalary Search: Data Architect - Experience Management salaries in Houston, TXSee popular questions & answers about Deloitte",30+ days ago,4.0,,Full-time
Software Solutions Specialist - Insider Threat Data Analytic...,Deloitte,"Houston, TX 77002 77002 (Downtown area)+1 location","Approximately 2-4 years' experience in data science, information security, or a related field.Develops analytical models that leverage relevant data from the…View all Deloitte jobs in Houston, TX - Houston jobsSalary Search: Software Solutions Specialist - Insider Threat Data Analytics Engineer - DAS Enterprise Risk Management salaries in Houston, TXSee popular questions & answers about Deloitte",30+ days ago,4.0,,Full-time
Senior Data Engineer,Credera Experienced Hiring Job Board,"Houston, TX","The data engineer will be part of our team of strategy and technology consultants, contributing to projects focused on data strategy, data science, modern data…View all Credera Experienced Hiring Job Board jobs in Houston, TX - Houston jobsSalary Search: Senior Data Engineer salaries in Houston, TX",27 days ago,,,
S&A HS&I Junior Data Scientist,Deloitte,"Houston, TX 77002 77002 (Downtown area)","Experience with data quality analyses, and dimensionality reduction for data science models, especially in the marketing space.View all Deloitte jobs in Houston, TX - Houston jobsSalary Search: S&A HS&I Junior Data Scientist salaries in Houston, TXSee popular questions & answers about Deloitte",30+ days ago,4.0,,Full-time
Senior Treasury Analyst - Analytics,HP,"Spring, TX 77389 77389","Typically 10+ years related experience in finance and/or data science/analytics.Familiarity to SAP-S4 data flows, Master Data, Financial data preferred.View all HP jobs in Spring, TX - Spring jobsSalary Search: Senior Treasury Analyst - Analytics salaries in Spring, TXSee popular questions & answers about HP",11 days ago,4.0,,Full-time
Backend Developer AI ML Senior Consultant,Deloitte,"Houston, TX 77002 77002 (Downtown area)","Training in applied statistics, machine learning, and data visualization.Familiarity with manufacturing processes and Operational Technologies (OT) such as…View all Deloitte jobs in Houston, TX - Houston jobsSalary Search: Backend Developer AI ML Senior Consultant salaries in Houston, TXSee popular questions & answers about Deloitte",30+ days ago,4.0,,Full-time
ETL and Test Data Lead/Architect,IBM,"Houston, TX 77001 77001","Performing data analysis and data profiling.Exposure to data migration and validations processes on either one the cloud platform AWS/Azure/Google.View all IBM jobs in Houston, TX - Houston jobsSalary Search: ETL and Test Data Lead/Architect salaries in Houston, TXSee popular questions & answers about IBM",30+ days ago,3.9,,Full-time
Data & Analytics Finance - Senior Manager,PRICE WATERHOUSE COOPERS,"Remote in Houston, TX 77002 77002","Leveraging knowledge of data science industry leading practices, stemming from proven experience; data driven problem solver.View all PRICE WATERHOUSE COOPERS jobs in Houston, TX - Houston jobsSalary Search: Data & Analytics Finance - Senior Manager salaries in Houston, TXSee popular questions & answers about PRICE WATERHOUSE COOPERS",18 days ago,4.0,,
Postdoctoral Fellow (PhD),Baylor College of Medicine,"Houston, TX 77030 77030 (Medical Center area)","Designs and gather primary and secondary data using REDCap.The lab will train fellow specialized skills to incorporate novel data science tools in large-scale…View all Baylor College of Medicine jobs in Houston, TX - Houston jobsSalary Search: Postdoctoral Fellow (PhD) salaries in Houston, TXSee popular questions & answers about Baylor College of Medicine",14 days ago,3.8,,
Audit & Data Strategy Manager,Deloitte,"Houston, TX 77002 77002 (Downtown area)","Hands-on experience with data preparation, data management, business intelligence or analytics.As an influential leader describing practical applications of…View all Deloitte jobs in Houston, TX - Houston jobsSalary Search: Audit & Data Strategy Manager salaries in Houston, TXSee popular questions & answers about Deloitte",30+ days ago,4.0,,Full-time
